entry_delta,entry_gamma,entry_price,entry_theta,entry_vega,expiry,option_type,price,quantity,strike,trade_index
0.23912723772174968,0.012773301808007542,3.22417755,-0.16022302568994048,0.24327691047473401,2024-04-19,call,3.22417755,-2,325.0,0
-0.2453142243008631,0.01218200118987219,3.84651531,-0.16509483407102213,0.2466671466632593,2024-04-19,put,3.84651531,-2,290.0,0
0.2522140857529666,0.013322263887664752,3.41275869,-0.16974235381707503,0.2461481218951082,2024-04-19,call,3.41275869,-2,325.0,1
-0.22628522139263557,0.01178393341668665,3.4166583,-0.16318439229121068,0.23198267017034596,2024-04-19,put,3.4166583,-2,290.0,1
0.2505834683983842,0.009738007688080525,4.55404455,-0.14766907548639716,0.3094111337636712,2024-05-03,call,4.55404455,-2,335.0,2
-0.25527499865401987,0.009166565534683696,5.58984096,-0.15186243926515638,0.31244393146095856,2024-05-03,put,5.58984096,-2,290.0,2
0.2604961405728548,0.010731154010893479,4.448955059999999,-0.14369943533819318,0.30428402336943816,2024-05-03,call,4.448955059999999,-2,325.0,3
-0.2616609468674094,0.010059178038811033,5.315268420000001,-0.14588087994973212,0.3049820678469398,2024-05-03,put,5.315268420000001,-2,285.0,3
0.22566340783762967,0.011390020283923304,3.24027594,-0.16156613028986577,0.2459323651702509,2024-04-26,call,3.24027594,-2,335.0,4
-0.23732564090608738,0.010975398597804623,4.025297429999999,-0.16983186888810783,0.25293638871012,2024-04-26,put,4.025297429999999,-2,295.0,4
0.25194682816028763,0.011899634305655351,3.80321964,-0.1817765073684853,0.26172877064718725,2024-05-03,call,3.80321964,-1,340.0,9
-0.27383812414033765,0.011764614708294695,4.89581037,-0.19145035580592829,0.27311620581656226,2024-05-03,put,4.89581037,-1,305.0,9
0.2694743534808547,0.01272999125250512,4.0225976999999995,-0.19000457241266433,0.2587404103936953,2024-05-03,call,4.0225976999999995,-2,330.0,11
-0.24224327760346956,0.0113567051238067,4.03829613,-0.18267751767168117,0.24474778973731723,2024-05-03,put,4.03829613,-2,295.0,11
0.25265863087512963,0.009794666551744645,4.60113984,-0.14818241413141386,0.3160835464486824,2024-05-17,call,4.60113984,-2,340.0,13
-0.25246596873033467,0.00912082086167703,5.49755019,-0.15081884210344235,0.31595665065569906,2024-05-17,put,5.49755019,-2,295.0,13
0.2708642019814358,0.009793393145274722,5.22197775,-0.16365499750789372,0.32924697882428555,2024-05-17,call,5.22197775,-2,345.0,15
-0.248518826657759,0.008739505067574507,5.5764423,-0.159446320939045,0.31494310203206616,2024-05-17,put,5.5764423,-2,300.0,15
0.2651419868041121,0.011773990110771671,4.21487847,-0.1860280988966692,0.2746021762910896,2024-05-10,call,4.21487847,-1,340.0,17
-0.27525732575200423,0.011367847138319356,5.1241875299999995,-0.19111920496985504,0.2797891389787945,2024-05-10,put,5.1241875299999995,-1,305.0,17
0.25454694904771097,0.01244534906662582,3.7118287800000003,-0.17587583568251625,0.2640090787928521,2024-05-10,call,3.7118287800000003,-1,340.0,20
-0.25462223892580305,0.011744832406707246,4.27797216,-0.17809170266736626,0.2640499566319691,2024-05-10,put,4.27797216,-1,305.0,20
0.2716338551081133,0.01109461333529464,4.65643431,-0.2101902991545737,0.2672791358336525,2024-06-14,call,4.65643431,-2,335.0,25
-0.24349232450352204,0.009881332271263813,4.71762819,-0.20265534490469322,0.25252103758655287,2024-06-14,put,4.71762819,-2,295.0,25
0.226859197724108,0.01106608384782877,3.3636635999999998,-0.1814467642878691,0.23613112511052792,2024-06-14,call,3.3636635999999998,-2,335.0,26
-0.24986314270208787,0.01099209387116697,4.43065689,-0.19523575448229794,0.24895603282767687,2024-06-14,put,4.43065689,-2,295.0,26
0.23883337523384726,0.009214964513421024,4.40785917,-0.1481635048493079,0.3140860460388996,2024-06-28,call,4.40785917,-2,350.0,27
-0.23506962003855336,0.008459619365409054,5.19088086,-0.1507510324898259,0.31135752999689636,2024-06-28,put,5.19088086,-2,300.0,27
0.2310606474887959,0.009867429559254062,3.8916108,-0.19896524882374642,0.25718544985002945,2024-06-21,call,3.8916108,-2,355.0,28
-0.24887938237813373,0.00967102826707503,5.01769818,-0.21187403966777674,0.26781518216560873,2024-06-21,put,5.01769818,-2,310.0,28
0.24675898204225466,0.009982466050385639,4.34516544,-0.22050323800118096,0.2697982691478264,2024-06-21,call,4.34516544,-2,365.0,31
-0.2425919717662938,0.009318454389481295,4.96240371,-0.22345537661780676,0.26733653706153365,2024-06-21,put,4.96240371,-2,320.0,31
0.24705485388619022,0.00801658100034205,5.36286366,-0.17624734695201713,0.335886842750224,2024-07-05,call,5.36286366,-2,370.0,32
-0.2534572082472786,0.007571728598669917,6.71982795,-0.1829290396287776,0.3404709499238637,2024-07-05,put,6.71982795,-2,315.0,32
0.24831740179288145,0.008342682127229854,5.217378210000001,-0.17528807562382243,0.33844976365360957,2024-07-05,call,5.217378210000001,-2,375.0,33
-0.23598563684682924,0.007533055940698071,5.8904109,-0.17521593555777118,0.3292370100184081,2024-07-05,put,5.8904109,-2,320.0,33
0.27145566088455253,0.009669126947423308,5.334266520000001,-0.24096170284566462,0.3028230752978529,2024-06-28,call,5.334266520000001,-1,380.0,36
-0.2515176374911836,0.00878087771365706,5.64363558,-0.23605625204435504,0.2911953481314324,2024-06-28,put,5.64363558,-1,335.0,36
0.22970292617082516,0.009724348703491119,3.9186081,-0.20085190027693406,0.2794490196774923,2024-07-05,call,3.9186081,-1,385.0,44
-0.25517833908975923,0.00969985769457061,5.22117783,-0.21649935902994352,0.29583255927098145,2024-07-05,put,5.22117783,-1,340.0,44
